page_id,book,family,correctable_index,role,spans,span_chars,min_conf,clean,parsed,accepted,reason,outside_segments,outside_edits,changed_spans,changed_chars,seconds
book-08-p0084,8,A,37,body,1,11,0.572676,1,1,1,,0,0,0,0,35.17
book-08-p0088,8,A,1,body,2,8,0.443780,1,0,0,unparsed,0,0,0,0,31.66
book-08-p0088,8,A,41,body,1,3,0.512545,1,1,1,,0,0,1,1,28.28
book-08-p0126,8,A,0,body,1,9,0.388274,0,1,1,,0,0,1,1,26.85
book-08-p0126,8,A,3,body,1,4,0.558000,0,1,1,,0,0,1,2,23.46
book-08-p0126,8,A,5,body,1,7,0.582885,0,1,1,,0,0,1,3,15.87
book-08-p0126,8,A,12,body,1,7,0.527318,0,1,1,,0,0,1,3,15.47
book-08-p0126,8,A,35,body,1,6,0.573638,0,1,1,,0,0,1,1,33.36
book-08-p0126,8,A,40,body,1,9,0.561519,0,1,1,,0,0,1,3,19.11
book-08-p0151,8,A,18,body,1,5,0.549648,0,1,1,,0,0,1,2,29.40
book-08-p0151,8,A,26,body,1,5,0.591747,0,1,1,,0,0,1,1,17.78
book-08-p0180,8,A,3,body,1,4,0.492566,1,1,1,,0,0,0,0,20.73
book-08-p0180,8,A,6,body,1,4,0.590785,0,1,1,,0,0,1,2,16.62
book-08-p0185,8,A,26,body,1,2,0.407427,0,1,1,,0,0,1,1,14.19
book-08-p0185,8,A,35,body,1,7,0.505344,1,1,0,outside-changed,1,1,0,0,34.69
book-08-p0208,8,A,0,body,1,4,0.500405,1,1,1,,0,0,0,0,15.99
book-08-p0208,8,A,1,body,1,8,0.409074,0,1,1,,0,0,1,3,41.26
book-08-p0208,8,A,2,body,1,5,0.397160,0,1,1,,0,0,1,1,9.42
book-08-p0208,8,A,8,body,1,11,0.580246,1,0,0,unparsed,0,0,0,0,42.48
book-08-p0216,8,A,17,body,1,3,0.462381,1,1,0,outside-changed,1,1,0,0,18.06
book-08-p0216,8,A,23,body,1,3,0.213102,0,1,1,,0,0,1,3,17.45
book-08-p0216,8,A,25,body,1,6,0.546423,0,1,1,,0,0,1,1,35.46
book-08-p0223,8,A,5,body,1,5,0.578087,0,1,1,,0,0,1,2,17.01
book-08-p0237,8,A,6,body,1,1,0.452790,1,1,1,,0,0,0,0,36.71
book-08-p0238,8,A,0,body,1,8,0.574170,0,1,1,,0,0,1,2,22.16
book-08-p0238,8,A,2,body,1,6,0.494229,0,1,1,,0,0,1,3,39.84
book-08-p0238,8,A,10,body,1,7,0.453781,0,1,1,,0,0,1,1,14.68
book-08-p0238,8,A,29,body,1,2,0.543096,0,1,1,,0,0,1,1,31.19
book-08-p0246,8,A,9,body,1,7,0.558407,0,1,1,,0,0,1,2,35.68
book-08-p0289,8,A,7,body,1,14,0.561554,1,1,0,outside-changed,1,1,0,0,45.19
book-08-p0310,8,A,24,body,1,11,0.564106,0,1,1,,0,0,1,3,26.56
book-08-p0317,8,A,0,body,1,7,0.518331,0,1,1,,0,0,1,2,18.70
book-08-p0336,8,A,10,body,1,5,0.583557,1,1,1,,0,0,0,0,22.86
book-08-p0336,8,A,36,body,1,5,0.529105,0,1,1,,0,0,1,1,24.95
book-08-p0349,8,A,5,body,1,7,0.394248,0,1,1,,0,0,1,2,31.48
book-08-p0349,8,A,15,body,1,6,0.568133,0,1,1,,0,0,1,2,16.16
book-08-p0349,8,A,21,body,1,7,0.517457,0,1,1,,0,0,1,4,22.65
book-08-p0349,8,A,26,body,1,4,0.583942,0,1,1,,0,0,1,4,21.46
book-08-p0349,8,A,39,body,1,7,0.582036,0,1,1,,0,0,1,2,27.85
book-08-p0355,8,A,9,body,1,6,0.537932,0,1,1,,0,0,1,1,18.23
book-08-p0355,8,A,11,body,1,10,0.593927,1,1,1,,0,0,0,0,21.94
book-08-p0382,8,A,13,body,1,3,0.431299,0,1,1,,0,0,1,1,14.98
book-09-p0001,9,A,0,body,1,4,0.357541,0,1,1,,0,0,1,1,30.51
book-09-p0001,9,A,1,body,2,16,0.312888,0,1,1,,0,0,2,6,26.94
book-09-p0001,9,A,2,body,2,9,0.347557,0,1,1,,0,0,2,4,24.37
book-09-p0001,9,A,3,body,3,16,0.364501,0,1,1,,0,0,1,2,30.05
book-09-p0001,9,A,4,body,3,18,0.370255,0,1,1,,0,0,2,3,33.87
book-09-p0001,9,A,5,body,1,14,0.340111,0,1,1,,0,0,1,10,15.38
book-09-p0018,9,A,13,body,1,8,0.559231,1,1,1,,0,0,0,0,23.61
book-09-p0018,9,A,17,body,1,7,0.559376,0,1,1,,0,0,1,7,31.54
book-09-p0018,9,A,23,body,1,5,0.593112,1,1,1,,0,0,0,0,18.57
book-09-p0033,9,A,3,body,1,5,0.524764,0,1,1,,0,0,1,1,25.03
book-09-p0033,9,A,43,body,1,4,0.310253,0,1,1,,0,0,1,2,37.33
book-09-p0068,9,A,2,body,1,7,0.528245,1,1,0,outside-changed,1,2,0,0,39.36
book-09-p0161,9,A,21,body,1,6,0.418150,0,1,1,,0,0,1,2,25.40
book-09-p0164,9,A,33,body,1,10,0.587577,1,1,1,,0,0,0,0,25.76
book-09-p0164,9,A,35,body,1,9,0.565473,1,1,1,,0,0,0,0,22.71
book-09-p0182,9,A,6,body,1,5,0.575205,0,1,1,,0,0,1,1,18.79
book-09-p0182,9,A,37,body,1,8,0.597027,0,1,1,,0,0,1,2,31.07
book-09-p0182,9,A,38,body,1,2,0.591762,0,1,1,,0,0,1,1,44.14
book-09-p0200,9,A,40,body,1,4,0.551157,0,1,1,,0,0,1,1,32.75
book-09-p0200,9,A,42,body,2,7,0.509000,1,1,1,,0,0,0,0,46.20
book-09-p0217,9,A,4,body,1,14,0.412175,1,0,0,unparsed,0,0,0,0,48.24
book-09-p0233,9,A,23,body,1,5,0.564118,0,1,1,,0,0,1,1,20.45
book-09-p0280,9,A,6,body,1,5,0.546674,0,1,1,,0,0,1,3,27.15
book-09-p0280,9,A,12,body,1,1,0.499713,0,1,1,,0,0,1,1,26.79
book-09-p0280,9,A,27,body,1,1,0.546491,0,1,1,,0,0,1,1,16.63
book-09-p0280,9,A,42,body,1,1,0.577571,1,1,0,outside-changed,1,1,0,0,47.72
book-09-p0283,9,A,20,body,1,7,0.430969,1,1,1,,0,0,0,0,42.34
